service_type,age,income,family_size,docs_missing,aadhaar_linked,bank_linked,name_mismatch,father_name_mismatch,prev_rejections,operator_exp_months,rejected
caste_certificate,47,40151,7,1,0,0,1,0,0,3,0
old_age_pension,75,234682,4,0,1,1,0,0,2,47,1
ration_card,64,148732,6,1,1,1,0,0,2,19,0
ayushman,35,152833,9,0,1,1,0,0,0,1,1
old_age_pension,46,276320,8,0,1,0,0,0,1,2,1
ration_card,70,223560,4,0,1,1,1,0,0,28,1
income_certificate,25,87880,5,0,1,1,0,0,2,47,0
old_age_pension,25,279877,1,0,1,1,0,1,0,50,1
ration_card,47,297821,2,0,1,1,0,0,2,46,1
caste_certificate,76,37799,6,3,1,1,0,0,0,46,1
ration_card,65,213682,1,1,1,0,0,0,2,45,1
widow_pension,41,148818,2,1,1,1,1,0,2,28,1
income_certificate,33,199705,5,0,1,1,0,0,1,38,0
old_age_pension,20,291955,5,1,1,1,0,0,0,60,1
ayushman,34,77787,8,0,0,1,0,0,0,33,1
widow_pension,75,21607,1,0,1,1,0,0,0,57,0
income_certificate,76,116662,5,0,1,1,0,0,0,10,0
income_certificate,34,156584,7,0,1,1,0,0,3,25,0
ayushman,45,29893,1,0,1,1,0,1,0,57,0
widow_pension,72,21528,4,0,0,1,1,0,0,14,0
ayushman,59,250981,5,0,0,0,0,0,2,50,1
widow_pension,76,142897,6,1,0,1,0,0,1,4,1
old_age_pension,65,93276,10,2,1,1,0,0,1,43,1
widow_pension,46,57526,7,0,1,1,0,0,0,34,0
ayushman,74,147002,7,1,1,1,0,0,0,43,1
income_certificate,46,80516,2,0,1,1,0,0,0,60,0
income_certificate,42,276604,2,0,1,1,0,0,3,30,0
widow_pension,79,253627,2,2,1,1,0,0,0,58,1
income_certificate,60,62363,3,2,1,1,0,0,2,38,1
caste_certificate,65,246966,9,1,0,1,0,0,1,35,1
old_age_pension,74,81964,2,2,1,1,0,1,2,44,1
old_age_pension,46,32958,10,1,1,1,0,1,1,57,1
old_age_pension,71,213165,3,2,1,1,0,0,2,23,0
ration_card,26,163256,10,0,1,1,0,0,1,9,1
ayushman,26,67983,8,0,1,1,0,1,0,35,0
widow_pension,19,116664,5,0,1,1,0,0,0,46,1
ayushman,50,195304,8,2,1,0,0,0,2,16,1
widow_pension,61,231777,1,2,1,1,0,0,1,20,1
widow_pension,77,189683,10,0,1,0,0,0,0,41,1
old_age_pension,19,152056,2,0,1,1,0,0,1,50,1
old_age_pension,58,257419,2,0,1,1,0,0,1,18,1
old_age_pension,23,152745,6,0,1,1,1,0,0,55,1
income_certificate,80,231164,2,1,1,0,0,0,0,40,0
ration_card,79,29959,4,1,1,1,0,1,0,20,0
widow_pension,82,35436,10,1,1,1,0,0,0,39,0
income_certificate,74,261404,4,2,1,1,0,0,1,46,1
income_certificate,18,106104,1,0,0,1,0,1,0,57,0
income_certificate,70,207509,4,0,1,1,0,0,2,27,0
old_age_pension,75,95019,8,1,1,0,1,0,0,51,1
widow_pension,60,164603,5,0,1,1,0,0,1,35,1
ration_card,52,79203,8,1,1,1,0,0,1,4,0
income_certificate,65,70107,10,1,1,0,0,0,0,46,0
caste_certificate,41,292073,8,1,0,0,0,0,0,32,1
ayushman,37,34057,6,0,1,1,0,0,0,44,0
ration_card,70,80857,9,0,0,1,0,0,2,36,1
ration_card,38,60128,7,0,1,1,0,0,1,15,0
old_age_pension,84,198468,5,0,1,0,1,0,2,21,0
widow_pension,71,119706,7,2,0,1,0,0,1,18,1
old_age_pension,69,227981,9,1,1,1,0,0,0,39,1
ayushman,56,42852,3,0,1,1,1,0,1,35,0
caste_certificate,66,204413,3,0,0,1,0,0,0,3,0
widow_pension,80,107040,9,2,1,1,1,0,0,19,1
caste_certificate,56,39451,7,0,0,0,0,0,1,54,0
caste_certificate,81,245254,5,1,1,1,0,0,1,1,1
income_certificate,44,85533,2,0,1,0,0,0,0,24,0
old_age_pension,20,104198,4,2,1,1,0,0,1,23,1
ration_card,31,18731,2,2,0,1,0,0,1,27,1
ration_card,48,250102,8,2,0,1,0,0,0,33,1
income_certificate,32,220512,10,1,1,0,0,0,0,52,0
widow_pension,18,226313,6,1,1,1,0,0,0,21,1
ration_card,73,234282,1,2,0,1,0,0,1,34,1
ration_card,83,15676,6,0,1,1,0,0,0,7,0
ayushman,57,116828,6,0,1,1,0,0,0,60,1
caste_certificate,32,287693,6,0,1,1,0,0,0,45,0
ayushman,39,22673,6,0,0,0,0,0,0,20,1
caste_certificate,22,252680,10,0,1,0,1,0,2,55,1
caste_certificate,75,134061,5,0,1,1,0,0,2,52,0
ayushman,85,87059,9,3,1,1,0,0,2,42,0
widow_pension,30,84939,8,2,0,1,0,0,1,23,1
old_age_pension,80,103845,4,1,1,1,0,0,0,26,1
ration_card,33,85051,7,1,0,1,0,0,0,47,1
widow_pension,70,40739,8,1,0,1,0,0,2,30,1
income_certificate,74,17523,7,1,0,0,0,0,1,57,0
old_age_pension,34,153348,8,0,0,1,1,0,1,21,1
ayushman,78,153513,4,1,1,1,0,0,0,8,1
widow_pension,23,135578,8,1,1,1,0,0,2,55,1
old_age_pension,36,111977,6,1,0,1,1,0,1,43,1
ayushman,33,184790,6,0,1,1,0,0,2,51,1
ration_card,37,210172,4,0,0,1,0,0,0,30,1
ration_card,78,135079,7,0,1,1,0,1,0,14,0
caste_certificate,30,34230,1,1,1,1,1,0,1,45,1
widow_pension,42,207782,4,0,1,0,0,0,0,47,1
ayushman,47,27221,3,2,1,1,0,0,0,44,1
income_certificate,33,91140,9,1,1,1,0,0,0,15,0
ayushman,51,263126,2,0,1,1,0,0,0,48,1
caste_certificate,50,20506,5,0,1,1,0,0,1,14,0
ration_card,64,76382,3,0,0,1,0,0,0,42,1
ration_card,66,141104,7,1,1,0,0,0,0,37,0
income_certificate,53,196134,9,1,1,1,0,0,0,50,0
widow_pension,33,73770,1,0,0,1,0,0,2,14,0
ayushman,36,88231,10,1,1,1,1,0,1,10,0
old_age_pension,22,281309,1,0,1,1,0,0,0,49,0
old_age_pension,50,151080,5,1,1,1,1,1,2,58,1
income_certificate,61,167816,8,3,1,1,0,0,3,27,1
ayushman,76,267971,10,1,1,0,0,0,0,17,1
widow_pension,35,264783,3,1,1,1,0,0,0,1,1
caste_certificate,51,32932,6,2,1,1,0,0,0,19,1
ayushman,23,285510,5,0,1,1,0,0,0,56,1
old_age_pension,51,59048,9,2,1,0,0,0,3,20,1
caste_certificate,69,16710,1,3,1,0,0,1,0,33,1
income_certificate,40,30437,5,0,0,1,0,0,2,26,0
ayushman,81,249029,5,1,1,1,1,0,1,3,1
ration_card,45,181051,10,1,1,1,0,0,0,59,1
widow_pension,43,211767,1,0,1,1,0,0,0,60,1
income_certificate,28,110130,8,2,0,1,0,0,0,36,1
widow_pension,60,162306,6,0,0,1,0,0,0,56,1
old_age_pension,83,109047,3,0,0,1,0,1,3,39,1
income_certificate,53,37207,1,0,1,1,1,0,2,15,1
income_certificate,74,188805,10,2,1,1,0,0,0,38,1
caste_certificate,50,234958,3,1,1,1,0,0,1,51,1
old_age_pension,25,148387,10,3,1,1,1,0,1,18,1
widow_pension,39,185780,7,1,1,1,0,0,3,13,1
old_age_pension,85,160589,8,1,1,1,0,0,0,28,1
ayushman,66,204610,5,0,1,1,0,0,1,31,0
caste_certificate,50,38441,10,1,1,1,0,0,0,18,1
old_age_pension,36,179575,4,1,1,1,0,0,0,45,1
income_certificate,25,64913,1,2,1,1,0,0,1,40,1
caste_certificate,74,270619,10,2,1,1,0,0,1,30,1
income_certificate,34,289824,6,2,1,1,0,0,0,42,1
ration_card,82,72909,10,1,1,1,0,0,0,47,0
income_certificate,60,104718,6,0,1,1,0,0,1,41,0
ration_card,76,134283,4,2,1,1,0,0,2,55,1
widow_pension,82,49152,7,2,0,0,0,0,1,59,1
caste_certificate,74,244714,2,1,1,1,0,1,2,23,1
old_age_pension,26,131019,8,0,1,1,0,0,0,48,1
old_age_pension,45,50634,7,0,1,1,1,0,3,24,1
ayushman,69,111681,6,1,1,1,0,0,1,18,1
ayushman,56,219386,5,0,1,0,0,1,0,17,1
widow_pension,59,145921,7,1,1,0,1,0,0,21,1
ration_card,18,239695,8,0,0,1,0,0,0,26,1
income_certificate,80,241096,9,0,1,1,1,0,2,7,1
ration_card,47,172417,6,0,1,1,0,0,2,39,1
caste_certificate,37,124954,2,1,1,1,0,0,0,51,1
caste_certificate,77,203283,8,0,0,1,0,1,0,32,1
widow_pension,23,139954,3,2,1,1,1,0,1,45,1
income_certificate,36,92233,5,0,1,0,0,0,3,19,0
widow_pension,84,193460,4,0,1,1,0,0,2,43,1
caste_certificate,42,152507,2,1,1,1,0,0,1,24,1
old_age_pension,53,219160,3,0,1,1,0,0,1,56,0
widow_pension,36,102281,3,1,1,1,1,0,0,47,1
old_age_pension,34,173210,9,1,0,1,1,0,3,10,0
caste_certificate,26,117660,9,1,1,0,0,0,0,44,1
ration_card,74,29432,8,0,1,1,0,0,2,57,0
ration_card,67,268611,3,0,1,1,0,0,0,54,1
caste_certificate,20,65434,6,0,0,0,1,0,0,12,1
old_age_pension,37,63737,6,1,1,1,1,0,2,26,1
ayushman,70,123104,1,1,0,1,0,0,0,35,1
old_age_pension,51,160468,1,2,1,1,0,1,0,22,1
ayushman,84,18225,7,1,1,1,1,0,1,4,0
ration_card,27,169476,1,3,1,1,0,0,0,22,1
caste_certificate,51,174229,4,0,1,1,0,1,0,37,1
ration_card,63,16123,4,3,1,1,1,0,1,52,1
income_certificate,80,123759,1,0,0,0,0,0,1,13,0
ration_card,60,170941,7,0,1,0,1,0,0,60,1
ration_card,59,158769,7,2,0,1,0,0,2,49,1
old_age_pension,19,285825,4,0,1,0,0,0,1,60,1
widow_pension,26,266218,5,0,1,1,0,0,1,25,1
old_age_pension,73,51026,1,3,1,1,0,0,2,33,1
caste_certificate,85,24396,6,1,1,1,0,0,0,58,1
ayushman,36,239997,3,1,0,0,0,0,1,56,1
income_certificate,78,97220,5,1,1,1,0,0,0,10,0
widow_pension,71,177436,8,0,1,1,0,0,1,9,1
income_certificate,82,94995,2,0,1,1,0,0,0,41,0
ration_card,73,37691,3,1,1,1,1,0,0,3,0
widow_pension,30,154646,1,1,0,1,0,0,0,2,1
caste_certificate,69,35088,2,0,1,1,0,0,0,52,0
widow_pension,72,31611,6,1,1,1,0,0,1,29,0
caste_certificate,38,118504,6,0,1,1,0,0,0,10,0
widow_pension,58,276022,7,1,1,1,0,0,3,54,1
income_certificate,50,79733,6,3,1,0,0,0,2,36,1
income_certificate,18,17927,10,0,1,1,0,0,2,15,0
old_age_pension,69,90586,4,2,0,1,0,0,1,6,1
caste_certificate,52,243029,2,0,1,1,0,0,2,44,0
caste_certificate,25,249458,6,0,1,1,0,0,2,14,0
ayushman,25,147273,4,3,1,1,0,0,2,58,0
caste_certificate,52,216916,2,0,1,1,0,0,2,24,0
ration_card,55,24084,10,1,0,1,0,0,1,42,1
income_certificate,45,108392,10,0,1,1,0,0,0,37,0
widow_pension,67,57740,5,3,1,1,1,0,0,31,1
caste_certificate,26,134764,3,0,0,1,1,0,1,15,1
old_age_pension,51,219834,9,1,1,0,0,0,0,5,1
ayushman,35,85201,6,1,1,1,0,0,2,60,0
ayushman,83,112027,2,0,1,1,0,0,2,13,1
widow_pension,54,77616,3,0,1,1,0,0,1,59,0
ayushman,83,113533,7,0,1,1,1,0,0,42,0
old_age_pension,61,164079,1,1,1,1,0,0,0,24,1
income_certificate,24,270967,8,0,1,0,0,0,1,49,0
ayushman,72,98411,4,0,1,1,0,0,1,57,0
ayushman,26,200878,4,1,1,1,1,0,0,7,1
ayushman,74,284392,3,0,1,1,0,0,3,9,1
caste_certificate,77,80427,8,0,1,1,0,0,1,19,0
income_certificate,52,47730,1,0,0,1,0,0,0,28,0
income_certificate,54,209534,2,2,0,1,1,0,1,49,1
caste_certificate,23,245091,4,0,1,1,1,0,1,39,1
ayushman,50,132936,9,1,1,0,0,1,0,49,1
ayushman,53,91587,7,3,1,1,0,0,0,13,0
ayushman,76,59748,5,2,1,0,0,0,0,7,0
old_age_pension,35,95072,3,0,1,0,0,0,3,52,1
income_certificate,83,252818,1,1,1,1,0,0,3,12,0
widow_pension,52,262070,6,2,1,1,0,0,1,38,1
old_age_pension,53,251959,4,3,1,1,0,0,1,14,1
old_age_pension,61,110169,5,0,0,1,0,0,0,35,1
old_age_pension,76,112296,3,2,1,1,1,0,2,23,1
ration_card,47,18918,3,1,0,1,0,0,1,54,0
caste_certificate,35,158342,10,0,1,1,0,0,1,20,0
widow_pension,54,89322,6,0,0,1,0,0,2,38,1
ration_card,65,165553,5,0,1,0,0,0,1,26,1
ration_card,27,129021,7,0,1,1,0,0,2,42,0
caste_certificate,39,162693,8,0,1,1,0,0,0,43,0
old_age_pension,26,49644,8,0,1,0,0,0,0,22,1
ayushman,72,114129,10,2,1,1,0,0,2,25,1
ayushman,32,85262,3,3,0,1,0,0,0,6,1
old_age_pension,72,44106,1,0,1,1,0,1,0,21,0
old_age_pension,56,43455,4,0,1,1,1,0,3,6,1
ayushman,78,109981,1,0,1,1,0,0,0,33,1
income_certificate,76,100313,6,0,1,1,0,0,0,59,0
old_age_pension,25,192061,1,3,0,0,0,0,0,16,1
old_age_pension,75,230194,10,1,1,1,0,0,2,52,1
widow_pension,83,280157,7,1,0,1,0,1,0,42,1
widow_pension,50,219637,6,1,1,1,0,0,2,8,1
ayushman,44,33401,8,1,1,1,0,0,1,49,0
widow_pension,72,34361,4,0,1,1,0,0,0,29,0
widow_pension,78,141845,9,0,1,1,0,0,2,40,1
caste_certificate,28,273088,7,2,1,1,0,0,0,14,1
ayushman,67,146567,8,3,0,1,0,1,0,14,1
income_certificate,46,79319,7,1,1,0,1,0,2,16,1
ration_card,26,137249,3,2,1,1,1,0,0,20,1
widow_pension,75,87179,9,0,1,1,0,0,0,27,1
ration_card,67,253820,7,1,1,1,0,0,0,53,1
ration_card,73,263475,4,1,1,1,0,0,1,50,1
caste_certificate,68,55626,5,1,1,1,0,1,0,12,1
caste_certificate,44,223032,8,0,0,1,0,0,0,33,0
caste_certificate,58,92293,8,0,1,1,0,1,3,18,1
old_age_pension,22,292926,9,3,1,1,0,0,0,17,1
widow_pension,39,34545,9,0,1,1,0,1,1,32,0
old_age_pension,55,25575,6,0,0,1,0,0,2,46,1
old_age_pension,47,22497,6,0,1,1,0,0,0,18,1
ration_card,74,166711,9,0,1,0,0,0,2,5,1
income_certificate,20,129043,10,0,1,0,0,0,0,47,0
ration_card,43,60066,10,1,1,1,0,0,3,18,0
ration_card,75,29160,5,1,1,1,0,0,0,30,0
old_age_pension,57,68140,6,1,1,1,0,0,1,56,1
ration_card,77,235157,5,0,1,0,0,0,3,25,0
income_certificate,50,137172,2,1,1,1,0,0,0,32,0
old_age_pension,18,206897,1,0,1,0,0,0,2,9,1
caste_certificate,50,44345,6,0,1,1,0,0,3,49,0
ayushman,54,90475,9,0,1,1,0,0,2,34,0
income_certificate,61,270775,1,3,1,1,0,0,0,51,1
widow_pension,61,70466,5,0,1,0,0,0,0,20,1
old_age_pension,21,190402,8,0,1,1,0,0,3,39,1
caste_certificate,21,26885,6,1,1,1,0,0,2,46,1
old_age_pension,58,177540,1,0,0,0,0,0,1,32,1
caste_certificate,30,144053,5,3,1,1,0,0,1,14,1
old_age_pension,64,27943,8,1,1,1,0,0,0,1,1
income_certificate,49,122085,8,2,1,1,0,0,2,57,1
ration_card,39,60553,8,2,1,1,1,0,3,31,1
income_certificate,65,96004,6,1,1,1,0,0,0,3,0
old_age_pension,33,58848,9,2,1,1,0,0,1,28,0
ration_card,61,265126,2,0,1,0,0,0,0,55,1
widow_pension,61,183631,5,0,1,1,1,0,1,26,1
caste_certificate,39,207396,2,0,1,1,0,0,3,10,0
widow_pension,39,222320,7,0,1,0,0,0,2,25,1
income_certificate,19,287682,9,0,0,1,0,0,3,25,0
old_age_pension,80,251485,6,0,1,1,0,0,2,58,1
ration_card,34,74802,4,0,1,1,1,0,0,6,0
income_certificate,63,280766,6,0,1,1,0,0,3,21,0
ration_card,20,259066,2,0,1,1,1,0,0,6,1
caste_certificate,40,286954,1,0,0,1,0,0,2,49,0
income_certificate,27,143950,2,0,1,1,0,0,1,58,0
old_age_pension,71,75340,3,1,1,1,0,0,0,13,1
ration_card,63,71475,9,0,0,1,0,0,0,21,1
widow_pension,24,205520,4,0,0,1,0,0,1,18,0
income_certificate,75,60703,8,0,0,1,0,0,1,53,0
ration_card,84,229289,6,1,0,1,0,0,2,27,1
ration_card,35,145076,8,0,0,1,0,0,2,58,1
income_certificate,74,69266,1,0,1,1,0,0,0,48,0
ration_card,71,45484,2,2,1,1,0,0,0,31,1
widow_pension,77,18804,6,1,1,1,0,0,1,10,0
widow_pension,41,256492,3,3,0,1,0,0,0,22,1
ayushman,24,34517,1,1,1,1,0,0,0,36,0
income_certificate,33,122710,4,0,1,1,0,0,2,29,0
old_age_pension,46,197298,1,1,1,1,0,0,0,9,1
income_certificate,29,265416,1,1,1,0,0,0,0,23,0
ayushman,33,278535,10,2,1,1,1,0,1,36,1
ayushman,18,193995,1,0,0,0,0,0,3,5,1
caste_certificate,41,164962,7,0,1,0,0,0,1,50,0
ayushman,60,98752,9,1,0,1,0,0,0,60,1
widow_pension,57,210886,10,0,1,1,0,0,0,55,1
income_certificate,70,160721,8,0,1,1,0,0,2,54,0
widow_pension,56,206966,1,2,0,0,1,0,0,44,1
ayushman,39,42144,4,0,1,1,0,1,1,52,0
ayushman,32,62435,1,0,1,1,0,0,1,29,0
income_certificate,47,177615,7,1,1,1,0,0,0,35,0
old_age_pension,52,123372,1,2,1,1,0,0,1,58,1
ayushman,28,99225,9,2,1,1,0,0,3,2,0
widow_pension,77,94936,10,1,1,1,0,0,1,17,1
caste_certificate,34,220067,1,1,1,1,0,0,2,13,1
income_certificate,54,150311,8,2,1,1,0,0,3,51,1
ration_card,24,106236,6,0,0,1,0,0,3,2,1
old_age_pension,71,177477,8,0,0,1,0,0,3,18,1
ration_card,38,211302,7,2,0,1,0,1,0,17,1
old_age_pension,59,224297,10,1,1,1,0,0,0,15,1
caste_certificate,31,241679,5,1,1,1,0,0,1,55,1
income_certificate,60,40091,6,1,1,1,0,0,1,45,0
ayushman,64,47301,8,0,1,1,0,0,0,12,0
income_certificate,77,278947,9,0,0,1,0,0,1,10,0
old_age_pension,41,233577,7,1,1,1,1,0,0,30,1
old_age_pension,35,28309,3,1,0,1,1,0,2,25,1
widow_pension,72,236408,2,2,1,1,0,0,0,58,1
ayushman,60,37417,7,1,0,1,0,0,0,42,1
income_certificate,29,248585,6,0,0,1,0,0,2,44,0
ayushman,80,31710,6,1,0,0,0,1,0,47,1
widow_pension,52,160087,4,1,1,1,0,0,2,44,1
income_certificate,73,272744,1,2,0,1,0,0,2,55,1
income_certificate,64,207096,5,0,1,1,0,0,1,3,0
ration_card,22,265033,1,0,1,1,1,0,1,7,1
caste_certificate,28,159571,8,1,1,1,0,0,1,9,1
widow_pension,52,248215,7,2,1,1,0,0,1,43,1
income_certificate,33,250279,3,0,1,1,0,0,2,11,0
caste_certificate,19,45077,8,2,1,1,0,0,0,29,1
caste_certificate,20,145091,8,0,1,1,0,0,1,27,0
ayushman,39,25638,5,0,0,1,1,0,2,33,1
ayushman,67,50445,10,0,1,1,0,0,0,39,0
widow_pension,83,238667,10,0,1,1,0,0,0,32,1
old_age_pension,49,79298,4,0,1,1,0,0,0,1,1
income_certificate,31,34876,8,0,1,1,0,0,3,38,0
ayushman,66,116628,3,2,1,1,0,0,1,47,1
ration_card,60,167698,7,1,1,1,0,0,0,57,1
caste_certificate,43,89667,3,2,1,1,0,0,0,48,1
old_age_pension,65,267343,4,1,1,1,0,0,3,18,1
old_age_pension,63,43383,2,3,1,1,0,0,2,33,1
widow_pension,55,293257,9,0,1,1,0,1,0,39,1
ration_card,43,126959,4,0,1,0,0,0,2,53,0
ayushman,35,241140,7,0,1,1,0,0,1,22,1
ayushman,44,261747,1,0,1,0,1,0,1,35,1
ration_card,44,178653,1,3,1,1,1,0,2,58,1
old_age_pension,67,134776,5,0,1,1,1,0,3,47,0
ration_card,85,155369,5,0,1,1,0,0,1,33,1
caste_certificate,23,245533,6,3,1,0,1,0,1,57,1
widow_pension,25,214257,3,3,1,1,0,0,0,42,0
old_age_pension,23,60674,6,1,1,1,0,0,0,12,1
ayushman,28,74234,2,3,1,0,0,0,1,21,0
caste_certificate,24,54573,10,3,0,1,1,0,2,5,1
old_age_pension,66,78119,4,0,1,1,0,0,2,19,0
income_certificate,41,127318,6,1,1,0,0,0,0,26,0
widow_pension,74,162971,5,1,1,1,0,0,2,25,1
widow_pension,72,236546,10,1,0,1,0,0,0,5,1
caste_certificate,75,47685,8,0,1,0,0,0,0,15,0
widow_pension,22,185889,8,0,1,1,0,0,1,58,1
widow_pension,76,87851,4,0,0,1,1,0,2,57,1
old_age_pension,58,224705,7,3,1,1,1,0,1,15,1
widow_pension,77,198714,7,0,0,1,0,0,3,25,1
widow_pension,81,44792,4,1,1,0,0,0,2,39,0
caste_certificate,35,214062,2,1,1,1,0,0,3,12,1
widow_pension,44,149426,8,2,1,1,0,0,3,46,1
widow_pension,57,61496,6,0,1,0,0,0,2,29,0
caste_certificate,32,219518,10,0,1,1,0,0,1,35,0
ayushman,60,240230,6,0,1,1,0,0,1,57,1
income_certificate,63,116202,6,1,1,1,0,0,1,8,0
income_certificate,85,46705,4,0,1,1,0,0,3,41,0
old_age_pension,48,165249,9,0,0,1,1,0,1,14,1
ayushman,34,68703,3,1,1,1,0,0,0,24,0
widow_pension,83,57071,10,0,1,1,0,0,3,41,0
caste_certificate,40,204978,7,1,1,1,1,0,0,2,1
ration_card,48,233379,5,0,1,0,0,0,2,39,1
ration_card,29,276251,2,0,1,1,0,1,0,25,1
income_certificate,27,27247,9,1,1,1,0,0,1,10,0
old_age_pension,76,298631,4,3,0,0,1,0,1,42,1
caste_certificate,44,93718,6,0,1,1,0,0,0,35,0
old_age_pension,68,277258,8,1,1,1,1,0,0,20,1
income_certificate,77,181277,9,0,1,0,0,0,1,40,0
old_age_pension,70,96249,4,0,1,1,0,0,2,53,0
ayushman,57,47217,3,0,1,0,0,0,1,23,0
widow_pension,43,216620,3,0,0,1,0,0,2,25,1
ration_card,57,27504,1,0,1,0,0,0,0,31,0
ayushman,78,239488,4,0,1,1,0,0,0,18,1
widow_pension,37,202262,9,0,1,1,0,0,0,7,1
ayushman,72,202452,6,0,1,1,0,0,0,33,1
ayushman,32,193522,4,1,1,1,1,0,0,36,1
widow_pension,59,196043,5,0,1,1,0,0,1,23,1
caste_certificate,45,42928,7,2,0,1,1,0,3,49,1
caste_certificate,44,84274,3,0,1,1,0,0,1,58,0
income_certificate,73,294074,3,3,1,1,0,0,0,7,1
income_certificate,44,288835,2,1,1,1,0,0,3,41,0
ration_card,78,190001,3,0,0,1,1,0,1,26,0
ayushman,48,179038,3,0,1,1,0,0,2,52,1
income_certificate,76,139681,1,2,1,1,0,0,0,40,1
ration_card,34,25889,6,0,0,1,0,0,1,59,1
income_certificate,39,61584,7,0,1,1,0,0,0,57,0
ration_card,55,119714,1,0,1,1,0,0,0,41,0
income_certificate,32,170989,4,2,1,1,0,0,1,19,1
ration_card,36,214896,7,0,1,1,0,0,2,9,1
ayushman,26,256521,8,0,0,1,0,0,1,32,1
ayushman,36,94704,5,1,1,1,0,0,0,60,0
caste_certificate,64,221006,1,0,1,1,0,0,2,7,0
caste_certificate,40,296677,8,3,1,0,0,0,0,47,1
ration_card,42,225248,7,0,1,1,0,0,3,37,1
old_age_pension,82,53143,2,2,0,1,0,1,2,35,1
ration_card,76,65680,8,0,1,1,1,0,0,12,1
widow_pension,71,267053,5,1,1,1,0,0,3,53,1
caste_certificate,29,148302,5,1,1,1,0,0,1,38,1
ayushman,26,274902,3,1,1,1,0,0,0,17,1
ayushman,36,95247,8,1,1,1,0,0,0,59,0
ayushman,59,207377,8,2,1,0,0,0,1,27,1
caste_certificate,18,263025,6,0,0,1,0,0,1,5,0
old_age_pension,25,21275,8,0,1,1,0,0,2,36,1
ration_card,19,163655,1,0,1,1,0,0,1,41,1
income_certificate,38,210999,10,1,1,1,0,0,3,23,0
income_certificate,51,168208,3,0,0,1,0,0,3,58,0
caste_certificate,31,283906,4,1,1,1,0,1,0,14,1
old_age_pension,55,112721,3,0,1,1,0,0,1,7,1
ration_card,67,181065,3,1,1,1,0,1,1,48,1
ayushman,42,155998,7,0,1,1,0,0,3,17,1
widow_pension,33,45384,8,0,1,1,0,0,2,32,0
widow_pension,57,16418,10,0,1,1,0,0,0,41,0
old_age_pension,57,157056,10,0,0,0,0,0,0,13,1
widow_pension,69,158310,7,0,1,1,0,0,0,43,1
caste_certificate,45,121089,9,0,1,1,0,0,0,27,1
income_certificate,30,102389,2,0,0,1,0,0,2,35,0
ayushman,68,192178,6,0,1,0,0,0,1,18,1
widow_pension,70,134608,5,1,0,1,0,0,3,1,1
ration_card,18,255020,9,0,1,1,0,1,0,35,1
widow_pension,64,175840,7,1,0,1,0,0,3,14,0
ayushman,55,33690,3,1,1,1,0,0,1,21,0
caste_certificate,82,91836,9,0,1,1,0,0,0,9,0
income_certificate,80,95178,9,0,0,1,0,0,1,45,0
ration_card,68,120882,6,1,0,1,0,0,1,6,1
widow_pension,85,32157,1,0,0,0,0,0,0,42,0
old_age_pension,23,262162,1,0,0,1,0,0,1,44,1
widow_pension,62,106822,3,2,1,1,0,0,0,12,1
old_age_pension,79,103573,2,0,1,1,0,0,1,58,0
income_certificate,71,66361,6,0,1,1,0,0,0,30,0
ration_card,69,135649,9,0,1,1,0,0,1,13,0
ration_card,44,48974,3,3,1,1,0,0,1,59,1
ayushman,54,222543,8,1,1,1,0,0,1,56,1
old_age_pension,68,186726,9,1,1,1,0,0,1,34,0
ration_card,50,271246,10,0,0,1,0,0,0,42,1
ration_card,60,183600,6,0,1,1,0,1,1,11,1
income_certificate,75,72944,8,1,1,0,0,0,2,20,0
caste_certificate,32,289046,7,1,1,1,0,0,2,39,1
old_age_pension,41,195371,4,2,1,1,0,0,3,18,1
widow_pension,58,78250,4,0,1,1,0,0,0,32,0
ration_card,48,258093,9,3,1,1,0,0,3,20,1
ayushman,44,292376,9,0,1,1,0,1,2,54,1
widow_pension,80,119662,9,1,1,1,0,0,0,31,1
income_certificate,27,269908,6,3,0,1,0,0,2,56,1
ration_card,80,251725,2,0,1,1,0,0,1,57,1
caste_certificate,46,97471,5,1,1,1,0,0,0,53,1
income_certificate,31,187940,10,0,1,0,0,0,2,40,1
ration_card,18,25002,4,0,1,1,0,0,1,6,0
widow_pension,61,175449,5,1,1,0,0,0,1,59,1
old_age_pension,64,272413,2,2,1,1,0,0,2,2,1
caste_certificate,73,32899,10,2,0,1,0,0,0,56,1
ration_card,72,24413,3,1,1,1,0,0,1,13,0
income_certificate,40,182279,1,1,0,1,0,0,1,37,0
ayushman,25,193647,5,0,1,1,0,0,0,44,1
old_age_pension,76,189154,6,2,1,1,0,0,1,42,1
old_age_pension,56,124459,5,0,1,1,0,0,3,19,1
old_age_pension,27,16937,2,0,1,0,0,0,1,1,1
caste_certificate,49,84746,3,2,0,1,1,0,1,23,1
old_age_pension,30,134599,9,0,0,1,0,0,2,34,1
widow_pension,30,160830,2,0,0,1,0,0,3,43,1
widow_pension,27,298761,5,2,1,0,0,0,2,59,1
old_age_pension,67,125327,3,0,1,1,0,0,3,25,0
old_age_pension,27,141110,3,0,1,1,0,0,1,14,1
widow_pension,68,104060,8,1,1,1,0,0,0,35,1
ration_card,36,81276,2,0,1,0,0,0,2,31,0
income_certificate,23,194556,1,1,1,0,0,0,1,25,0
old_age_pension,33,221635,6,1,1,1,0,0,2,16,1
income_certificate,45,123466,10,1,1,1,0,0,1,48,0
